,description,id,location,name,price,seller,strikethrough-price,url
809,"Let the Wish In The Bottle touch your heart with this beautiful necklace.

Details:


The Dandelion flowers in the bottles are real and as unique a...",169682,,Wish In The Bottle Wish Maker Necklace,$9.99,,$39.95,https://www.livingsocial.com/products/us/tag/fashion/169682-wish-in-the-bottle-wish-maker-necklace?pos=809
810,The FLUXX Battery Case is an ultra-slim rechargeable battery built into a super light form-fitting case designed to maintain the beautiful look of ...,169538,,Apple MFi-Certified FLUXX Ultra-Slim iPhone SE Extended Battery Case,$24.99,,$99.99,https://www.livingsocial.com/products/us/tag/electronics/169538-apple-mfi-certified-fluxx-ultra-slim-iphone-se-extended-battery-case?pos=810
811,This lovely handmade pendant features a silver metal bezel tray with a very durable clear glass dome that beautifully magnifies and enhances the im...,169442,,Blue Summer Moon Tree Glass Photo Pendant Necklace,$12.99,,$21.99,https://www.livingsocial.com/products/us/tag/fashion/169442-blue-summer-moon-tree-glass-photo-pendant-necklace?pos=811
812,"Women's Chiffon Tunic with Feather Print


Fabric: Chiffon 
Fit: Loose
Color Available: Green 
Size: Free Size (fit Small to Large)
Length : 27 inc...",169428,,Chiffon Tunic in Feather Print,$19.99,,$49.95,https://www.livingsocial.com/products/us/tag/fashion/169428-chiffon-tunic-in-feather-print?pos=812
813,"
Compatible with a range of Oral-B toothbrushes
Soft bristles designed to be gentle on teeth and gums
* Brush heads include color rings for easy id...",169422,,Pack of 12 Oral-B Compatible Replacement Toothbrush Heads,$14.99,,$69.98,https://www.livingsocial.com/products/us/tag/health/169422-pack-of-12-oral-b-compatible-replacement-toothbrush-heads?pos=813
814,"Cover your furniture with these quilted furniture protectors. Made of a soft faux suede, they're water, soil, and snag resistant, so they can easil...",169408,,Ultra Soft Flannel Waterproof Furniture Protector,$36.99,,$129.99,https://www.livingsocial.com/products/us/tag/home-goods/169408-ultra-soft-flannel-waterproof-furniture-protector?pos=814
815,"The Pinnacle Sonic Toothbrush uses proven ultrasonic technology to reach plaque below the gum line while helping to prevent gum recession, gingivit...",169398,,Pinnacle Ultrasonic Toothbrush + USB Charger & UV Brush Sanitizer,$54.99,,$209,https://www.livingsocial.com/products/us/tag/health/169398-pinnacle-ultrasonic-toothbrush-usb-charger-uv-brush-sanitizer?pos=815
816,"
Indoor/Outdoor Lights - Great for summer nights
String light with 20 LED light-up roses 
Made of foamed polystyrene--commonly used hard, bendable ...",169402,,20pcs Warm White Rose Flower Fairy Lights,$19.99,,$49.99,https://www.livingsocial.com/products/us/tag/home-goods/169402-20pcs-warm-white-rose-flower-fairy-lights?pos=816
817,"4-piece set includes:


1 flat sheet, 1 fitted sheet, and 2 pillowcases (Twin set comes with 1 pillowcase)
Double-brushed microfiber for outstandin...",169938,,4-Piece Ultra-Soft Wrinkle Free Embossed Sheet Set,$29.99,,$79.98,https://www.livingsocial.com/products/us/tag/home-goods/169938-4-piece-ultra-soft-wrinkle-free-embossed-sheet-set?pos=817
818,"The perfect balance of fun and elegance! Featuring 1mm round cut Swarovski Elements stones in a rhodium sterling silver plated setting, the stunnin...",169882,,Swarovski Elements Double Hearts Sterling Silver Plated Ring,$12.99,,$150,https://www.livingsocial.com/products/us/tag/fashion/169882-swarovski-elements-double-hearts-sterling-silver-plated-ring?pos=818
819,"HOT SUMMER SALE!

Buy 1 Get 1 FREE Deal!

Purchase this Black Loose Fit Top and get a Loose Fit Chiffon Top for Free!


Description: Floral Pattern...",169868,,Buy 1 Get 1 Free Deal. Women's Loose Fit Top Combo,$49.99,,$99.95,https://www.livingsocial.com/products/us/tag/fashion/169868-buy-1-get-1-free-deal-women-s-loose-fit-top-combo?pos=819
820,Say goodbye to frizz and hello to a fabulous new you when you order the Detangling Hair Straightener Brush. This tool multitasks to detangle hair a...,164697,,Turbo Hair Straightener Brush - 2 Colors,$29.99,,$99,https://www.livingsocial.com/products/us/tag/beauty/164697-turbo-hair-straightener-brush-2-colors?pos=820
821,"Sleek, light weight, quiet and efficient. This portable air conditioner is a great way to beat the summer heat and stay cool no matter where you ar...",169904,,Hand Held Portable Air Conditioner,$17.99,,$69.98,https://www.livingsocial.com/products/us/tag/home-goods/169904-hand-held-portable-air-conditioner?pos=821
822,"Sleep great in luxury and soothing soft comfort. The 1800 Count Deep Pocket Bed Sheet Set is so soft and soothing, you'll sleep better than ever. T...",168974,,1800 Count 6 Piece Sheet Set,$29.99,,$79.98,https://www.livingsocial.com/products/us/tag/home-goods/168974-1800-count-6-piece-sheet-set?pos=822
823,"Works with most bluetooth enables devices!


Size: 6"" x 2.5"" x 2.5"" 
Expanded BXS (Bass Expansion system) drives a fuller, richer low-end response
...",120334,,Colorful Bluetooth Mini Speakers - 5 Colors,$17.99,,$100,https://www.livingsocial.com/products/us/tag/electronics/120334-colorful-bluetooth-mini-speakers-5-colors?pos=823
824,"Perfect for taking essentials like keys and money along with you on workouts, this Unisex Weather Resistant Lightweight Waist Bag features a slim, ...",169984,,2-Pack: Unisex Weather Resistant Lightweight Waist Bag,$9.99,,$29.99,https://www.livingsocial.com/products/us/tag/fashion/169984-2-pack-unisex-weather-resistant-lightweight-waist-bag?pos=824
825,"You will find hundreds of uses for this handy helper. You can use it daily for reaching up high or picking up down low without bending, crouching, ...",169964,,"Folding Grab & Reach Tool with 32"" Reach",$14.99,,$29.99,https://www.livingsocial.com/products/us/tag/home-goods/169964-folding-grab-reach-tool-with-32-reach?pos=825
826,"Our tees are printed on our super soft ringspun tees.  Exclusively designed at Crazy Dog T-shirts.  You'll love the fit and feel of our tees.
",169944,,Womens Glitter Bride T-Shirt,$13.99,,$26.99,https://www.livingsocial.com/products/us/tag/fashion/169944-womens-glitter-bride-t-shirt?pos=826
827,"Each Kit Includes: 1 x TV Mount,  2 x HDMI Cables,  1 x Universal Screen Cleaner


Allows large flat panel televisions (23”-65”) to tilt up to +15 ...",120844,,"23""-65"" TV Mount Kit + Free HDMI Cables & Cleaner",$34.99,,$150,https://www.livingsocial.com/products/us/tag/electronics/120844-23-65-tv-mount-kit-free-hdmi-cables-cleaner?pos=827
828,"Features: 


MFI certified
Extended Length, 10 Feet
iPhone, iPad Charging
iPhone, iPad Sync 


Compatible Devices:


iPhone 6/6+/6s/6+s
iPhone 5/5s...",169924,,Apple Certified Tangle Free iPhone Charger Sync Cable 10 Feet (2 Pack),$29.99,,$99.95,https://www.livingsocial.com/products/us/tag/electronics/169924-apple-certified-tangle-free-iphone-charger-sync-cable-10-feet-2-pack?pos=828
829,"Save up to $1000 every year with the nation’s first 100% FREE mobile phone service with free voice, text, and data. Make calls, send texts, and sta...",169854,,Samsung Galaxy Note 3 with 100% Free Mobile Phone Service from FreedomPop,$164.99,,$699.99,https://www.livingsocial.com/products/us/tag/electronics/169854-samsung-galaxy-note-3-with-100-free-mobile-phone-service-from-freedompop?pos=829
830,"Save up to $1000 every year with the nation’s first 100% FREE mobile phone service with free voice, text, and data. The iPhone 5 has an incredibly ...",161447,,100% Free Mobile Phone Service w/ iPhone 5 - FreedomPop,$139.99,,$649.99,https://www.livingsocial.com/products/us/tag/electronics/161447-100-free-mobile-phone-service-w-iphone-5-freedompop?pos=830
831,Advanced Intensive Concentrate is a new anti-wrinkle face cream with a potent combination of anti-aging technology. Collagex-CE Wrinkle RepairCompl...,160321,,Strivectin-SD Intensive Concentrate for Stretch Marks & Wrinkles 5oz,$59.99,,$139.99,https://www.livingsocial.com/products/us/tag/beauty/160321-strivectin-sd-intensive-concentrate-for-stretch-marks-wrinkles-5oz?pos=831
832,"Made from radiant 925 sterling silver, these earrings bring a simple elegance to any outfit.

Size: 20mm x 60mm
",153211,,Interlocking Spiral Sterling Earrings,$12.99,,$120,https://www.livingsocial.com/products/us/tag/fashion/153211-interlocking-spiral-sterling-earrings?pos=832
833,Why settle for plain old white? Choose from 4 awesome cable colors to charge your Lightning-enabled device. The cables are super long (10ft / 3m) a...,169784,,10 Foot MFi-Certified Lightning to USB Charging Cable - 4 Styles,$9.99,,$34.99,https://www.livingsocial.com/products/us/tag/electronics/169784-10-foot-mfi-certified-lightning-to-usb-charging-cable-4-styles?pos=833
834,"
Innovative, oval shaped flat face design allows perfectly smooth application for a flawless finish
High quality synthetic hair design allows the b...",169694,,Artist Collection Luxurious 10-Piece Oval Makeup Brush Set,$49.99,,$399.99,https://www.livingsocial.com/products/us/tag/beauty/169694-artist-collection-luxurious-10-piece-oval-makeup-brush-set?pos=834
835,"Lucky you, you just found the token of luck with this handmade glass terrarium holding emerald green real clover for you.

DETAILS:


Real Wild Flo...",169674,,Lucky U Green Clover Leaf Glass Necklace,$9.99,,$49.95,https://www.livingsocial.com/products/us/tag/fashion/169674-lucky-u-green-clover-leaf-glass-necklace?pos=835
836,"New Batch / Improved Formula (PH 7.0) - March 2016
We will challenge any lash product in the world to even come close to the results that Anagen3 p...",169894,,Anagen3 Natural Lash & Brow Growth Serum,$19.99,,$59.95,https://www.livingsocial.com/products/us/tag/beauty/169894-anagen3-natural-lash-brow-growth-serum?pos=836
837,"Now a days electronics are such a needed part of our everyday life. From the iPods, to iPhones, Androids and Tablet. Now there is a port for every ...",169874,,6 Port USB Charger,$14.99,,$54.99,https://www.livingsocial.com/products/us/tag/electronics/169874-6-port-usb-charger?pos=837
838,"For a limited time, buy 1 and get 1 Night-Runner LED Shoe Clip for free! Simply choose your choice of color combos from the dropdown menu.

The Nig...",152937,,"Night-Runner LED Shoe Clips - Buy One, Get One Free!",$14.99,,$39,https://www.livingsocial.com/products/us/tag/health/152937-night-runner-led-shoe-clips-buy-one-get-one-free?pos=838
839,"Conduct your own espionage or just take some spontaneous home videos with this Spy Watch. Disguised as a chronograph style watch, the 8GB Spy Camco...",161517,,8GB Camera DVR Spy Watch with Built-In Microphone,$19.99,,$99,https://www.livingsocial.com/products/us/tag/electronics/161517-8gb-camera-dvr-spy-watch-with-built-in-microphone?pos=839
840,"Just Relax


Enjoy a soothing atmosphere while your choice of lovely fragrances fills your home.


Keep it Quiet


Advanced ultrasonic diffusing te...",169344,,Color Changing Ultrasonic Humidifier & Oil Diffuser,$26.99,,$136.99,https://www.livingsocial.com/products/us/tag/home-goods/169344-color-changing-ultrasonic-humidifier-oil-diffuser?pos=840
841,"The Outdoor Nation bottle makes portable hydration simple: just flip, bite and sip. The .75L size fits easily in the hand and is compatible with mo...",169324,,Outdoor Nation 25oz Water Bottle with Spill-Proof Lid & Non-Slip Grip,$6.99,,$39.99,https://www.livingsocial.com/products/us/tag/home-goods/169324-outdoor-nation-25oz-water-bottle-with-spill-proof-lid-non-slip-grip?pos=841
842,"Ahana, the bag In a bag that has your back anywhere and everywhere.

DETAILS:


It is made of durable and Waterproof Nylon material.
The pouch unfo...",169524,,Ahana Bag In A Bag Backpack,$14.99,,$69.95,https://www.livingsocial.com/products/us/tag/fashion/169524-ahana-bag-in-a-bag-backpack?pos=842
843,"Transform your bedroom into a garden party with these lovely patterns (Robin, Sunflower, Willow and Verde Floral) 8pc comforter sets. Dressed in ri...",169504,,Harvest Embroidered 8PC Comforter Set,$79.99,,$359,https://www.livingsocial.com/products/us/tag/home-goods/169504-harvest-embroidered-8pc-comforter-set?pos=843
844,"Stunning Earrings with Swarovski Elements!


1 CTW cubic zirconia stone in each earring
Total carat weight: 2.00 CTTW
Princess-cut stones
Swarovski...",169474,,Princess Cut Swarovski Elements Hoop Earrings,$11.99,,$39.99,https://www.livingsocial.com/products/us/tag/fashion/169474-princess-cut-swarovski-elements-hoop-earrings?pos=844
845,This integrated life enhancing beginners yoga DVD is expertly guided by Rudy Mettia. There are 12 theme based classes and 36 pose tutorials as well...,168914,,Yoga Warrior 365,$69.99,,$125,https://www.livingsocial.com/products/us/tag/health/168914-yoga-warrior-365?pos=845
846,Enhance your bedroom with this elegant 8-Piece Rochester Embroidered Oversized &amp; Overfilled Comforter Set. This fashionable and comfortable com...,168844,,8-Piece Rochester Embroidered Oversized & Overfilled Comforter Set - Queen,$69.99,,$249.99,https://www.livingsocial.com/products/us/tag/home-goods/168844-8-piece-rochester-embroidered-oversized-overfilled-comforter-set-queen?pos=846
847,"Add a touch of style to your home with these beautiful geometric curtain  panels.


Modern texture design  
Heavy triple layered fabric  
Blocks 98...",168794,,2-Piece Set: Kitattinny Geometric Blackout Curtain Panel,$34.99,,$149.99,https://www.livingsocial.com/products/us/tag/home-goods/168794-2-piece-set-kitattinny-geometric-blackout-curtain-panel?pos=847
848,"New Batch / Improved Formula (PH 7.0) - March 2016
We will challenge any lash product in the world to even come close to the results that Anagen3 p...",169894,,Anagen3 Natural Lash & Brow Growth Serum,$19.99,,$59.95,https://www.livingsocial.com/products/us/tag/beauty/169894-anagen3-natural-lash-brow-growth-serum?pos=848
